make,model,generation,year_from,year_to,series,trim,body_type,load_height_mm,number_of_seats,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,curb_weight_kg,wheel_size_r14,ground_clearance_mm,trailer_load_with_brakes_kg,payload_kg,back_track_width_mm,front_track_width_mm,clearance_mm,full_weight_kg,front_rear_axle_load_kg,max_trunk_capacity_l,cargo_compartment_length_width_height_mm,cargo_volume_m3,minimum_trunk_capacity_l,maximum_torque_n_m,injection_type,overhead_camshaft,cylinder_layout,number_of_cylinders,compression_ratio,engine_type,valves_per_cylinder,boost_type,cylinder_bore_mm,stroke_cycle_mm,engine_placement,cylinder_bore_and_stroke_cycle_mm,turnover_of_maximum_torque_rpm,max_power_kw,presence_of_intercooler,capacity_cm3,engine_hp,engine_hp_rpm,drive_wheels,bore_stroke_ratio,number_of_gears,turning_circle_m,transmission,mixed_fuel_consumption_per_100_km_l,range_km,emission_standards,fuel_tank_capacity_l,acceleration_0_100_km/h_s,max_speed_km_per_h,city_fuel_per_100km_l,CO2_emissions_g/km,fuel_grade,highway_fuel_per_100km_l,back_suspension,rear_brakes,front_brakes,front_suspension,steering_type,car_class,country_of_origin,number_of_doors,safety_assessment,rating_name,battery_capacity_KW_per_h,electric_range_km,charging_time_h
Saab,Saab 9-7X,fuel engine,2005,2005,,,"5-doors, suv/crossover",,,4808 mm,1917 mm,1739 mm,,,,1900 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"93,0 x 102,0 mm",,213,,,,,front+rear,"93,0 x 102,0 mm",,,4 speed automatic,n.b.,,398 g/km,,"8,9 s",190 km/h,"22,5 l/100km",398 g/km,,"16,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Saab,Saab 9-7X,fuel engine,2005,2005,,,"5-doors, suv/crossover",,,4808 mm,1917 mm,1739 mm,,,,1900 kg,,,,,,,,,,,,,,,,,,,,fuel engine,2,,,,,"96,0 x 92,0 mm",,220,,,,,front+rear,"96,0 x 92,0 mm",,,4 speed automatic,n.b.,,363 g/km,,"7,8 s",190 km/h,"20,7 l/100km",363 g/km,,"15,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1476 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"74,5 x 85,9 mm",,110,,,,,front,"74,5 x 85,9 mm",,,6 speed manual transmission,n.b.,,131 g/km,,"9,9 s",199 km/h,"7,1 l/100km",131 g/km,,"6,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1476 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"74,5 x 85,9 mm",,110,,,,,front,"74,5 x 85,9 mm",,,6 speed manual transmission,n.b.,,134 g/km,,"9,9 s",199 km/h,"7,1 l/100km",134 g/km,,"6,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1673 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"82,5 x 92,8 mm",,140,,,,,front+rear,"82,5 x 92,8 mm",,,7 speed automatic with double clutch,n.b.,,166 g/km,,"8,0 s",211 km/h,"9,0 l/100km",166 g/km,,"7,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1587 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,110,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,123 g/km,,"9,8 s",202 km/h,"5,5 l/100km",123 g/km,,"4,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1587 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,110,,,,,front,"81,0 x 95,5 mm",,,6 speed manual transmission,n.b.,,127 g/km,,"9,8 s",202 km/h,"5,5 l/100km",127 g/km,,"4,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1703 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,110,,,,,front,"81,0 x 95,5 mm",,,7 speed automatic with double clutch,n.b.,,146 g/km,,"9,8 s",198 km/h,"6,2 l/100km",146 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1703 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,110,,,,,front+rear,"81,0 x 95,5 mm",,,7 speed automatic with double clutch,n.b.,,140 g/km,,"9,8 s",198 km/h,"5,8 l/100km",140 g/km,,"5,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Seat,Seat Tarraco,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4735 mm,1839 mm,1674 mm,,,,1716 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"81,0 x 95,5 mm",,140,,,,,front+rear,"81,0 x 95,5 mm",,,7 speed automatic with double clutch,n.b.,,147 g/km,,"8,0 s",210 km/h,"6,4 l/100km",147 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1121 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,70,,,,,front,n.b.,,,5 speed manual transmission,n.b.,,116 g/km,,"11,1 s",183 km/h,"6,5 l/100km",116 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1131 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,85,,,,,front,n.b.,,,6 speed manual transmission,n.b.,,116 g/km,,"9,9 s",194 km/h,"6,4 l/100km",116 g/km,,"5,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1131 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,85,,,,,front,n.b.,,,6 speed manual transmission,n.b.,,116 g/km,,"9,9 s",194 km/h,"6,4 l/100km",116 g/km,,"5,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1151 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,85,,,,,front,n.b.,,,7 speed automatic with double clutch,"6,4 l/100km (1)",,113 g/km,,"10,0 s",193 km/h,"5,8 l/100km",113 g/km,,"6,1 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1131 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,85,,,,,front,n.b.,,,6 speed manual transmission,n.b.,,116 g/km,,"9,9 s",194 km/h,"6,4 l/100km",116 g/km,,"5,7 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Skoda,Skoda Kamiq,fuel engine,2019,2019,,,"5-doors, suv/crossover",,,4241 mm,1793 mm,1553 mm,,,,1151 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,n.b.,,85,,,,,front,n.b.,,,7 speed automatic with double clutch,"6,4 l/100km (1)",,113 g/km,,"10,0 s",193 km/h,"5,8 l/100km",113 g/km,,"6,1 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,940 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,55,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,"6,2 l/100km (4)",,130 g/km,,"13,4 s",165 km/h,"7,0 l/100km",130 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,940 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,55,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,"6,2 l/100km (4)",,130 g/km,,"13,4 s",165 km/h,"7,0 l/100km",130 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,940 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,55,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,"6,2 l/100km (4)",,130 g/km,,"13,4 s",165 km/h,"7,0 l/100km",130 g/km,,"5,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,945 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 75,4 mm",,70,,,,,front,"75,0 x 75,4 mm",,,5 speed manual transmission,"6,0 l/100km (1)",,138 g/km,,"10,8 s",180 km/h,"7,4 l/100km",138 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,950 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 75,4 mm",,70,,,,,front,"75,0 x 75,4 mm",,,6 speed semi-automatic,n.b.,,133 g/km,,"10,8 s",180 km/h,"7,3 l/100km",133 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,945 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 75,4 mm",,70,,,,,front,"75,0 x 75,4 mm",,,5 speed manual transmission,"6,0 l/100km (1)",,138 g/km,,"10,8 s",180 km/h,"7,4 l/100km",138 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,950 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 75,4 mm",,70,,,,,front,"75,0 x 75,4 mm",,,6 speed semi-automatic,n.b.,,133 g/km,,"10,8 s",180 km/h,"7,3 l/100km",133 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,950 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,80,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,n.b.,,145 g/km,,"9,8 s",190 km/h,"7,8 l/100km",145 g/km,,"6,1 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,955 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,80,,,,,front,"75,0 x 84,8 mm",,,6 speed semi-automatic,n.b.,,138 g/km,,"9,8 s",190 km/h,"7,5 l/100km",138 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,950 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,80,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,n.b.,,145 g/km,,"9,8 s",190 km/h,"7,8 l/100km",145 g/km,,"6,1 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,955 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,80,,,,,front,"75,0 x 84,8 mm",,,6 speed semi-automatic,n.b.,,138 g/km,,"9,8 s",190 km/h,"7,5 l/100km",138 g/km,,"5,8 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,950 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,90,,,,,front,"75,0 x 84,8 mm",,,5 speed manual transmission,"6,6 l/100km (1)",,149 g/km,,"9,5 s",195 km/h,"8,2 l/100km",149 g/km,,"6,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,955 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"75,0 x 84,8 mm",,90,,,,,front,"75,0 x 84,8 mm",,,6 speed semi-automatic,n.b.,,151 g/km,,"9,5 s",195 km/h,"8,3 l/100km",151 g/km,,"6,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,50,,,,,front,"83,0 x 92,0 mm",,,5 speed manual transmission,n.b.,,121 g/km,,"13,9 s",160 km/h,"5,8 l/100km",121 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,50,,,,,front,"83,0 x 92,0 mm",,,5 speed manual transmission,n.b.,,121 g/km,,"13,9 s",160 km/h,"5,8 l/100km",121 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1065 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,50,,,,,front,"83,0 x 92,0 mm",,,6 speed semi-automatic,n.b.,,116 g/km,,"13,9 s",160 km/h,"5,8 l/100km",116 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,50,,,,,front,"83,0 x 92,0 mm",,,5 speed manual transmission,n.b.,,121 g/km,,"13,9 s",160 km/h,"5,8 l/100km",121 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1065 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,50,,,,,front,"83,0 x 92,0 mm",,,6 speed semi-automatic,n.b.,,116 g/km,,"13,9 s",160 km/h,"5,8 l/100km",116 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,70,,,,,front,"83,0 x 92,0 mm",,,5 speed manual transmission,n.b.,,121 g/km,,"10,5 s",180 km/h,"5,8 l/100km",121 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1065 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,70,,,,,front,"83,0 x 92,0 mm",,,6 speed semi-automatic,"5,3 l/100km (1)",,116 g/km,,"10,5 s",180 km/h,"5,8 l/100km",116 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1060 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,70,,,,,front,"83,0 x 92,0 mm",,,5 speed manual transmission,n.b.,,121 g/km,,"10,5 s",180 km/h,"5,8 l/100km",121 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Smart,Smart forfour,fuel engine,2004,2004,,,"5-doors, hatchback",,,3752 mm,1684 mm,1450 mm,,,,1065 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"83,0 x 92,0 mm",,70,,,,,front,"83,0 x 92,0 mm",,,6 speed semi-automatic,"5,3 l/100km (1)",,116 g/km,,"10,5 s",180 km/h,"5,8 l/100km",116 g/km,,"4,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Spectre,Spectre R42,fuel engine,1997,1997,,,"2-doors, coupé",,,4180 mm,1900 mm,1090 mm,,,,1280 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"90,2 x 90,0 mm",,257,,,,,rear,"90,2 x 90,0 mm",,,5 speed manual transmission,n.b.,,- g/km,,"4,0 s",285 km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,2-doors,,,,,
Spectre,Spectre R42,fuel engine,1997,1997,,,"2-doors, coupé",,,4180 mm,1900 mm,1090 mm,,,,1275 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"90,2 x 90,0 mm",,275,,,,,rear,"90,2 x 90,0 mm",,,6 speed manual transmission,n.b.,,- g/km,,"4,0 s",290 km/h,- l/100km,- g/km,,- l/100km,coil springs,,,coil springs,,,,2-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1270 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed manual transmission,n.b.,,149 g/km,,- s,181 km/h,"8,2 l/100km",149 g/km,,"6,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1300 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed automatic,n.b.,,167 g/km,,- s,172 km/h,"9,8 l/100km",167 g/km,,"7,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1270 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed manual transmission,n.b.,,149 g/km,,- s,181 km/h,"8,2 l/100km",149 g/km,,"6,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1300 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed automatic,n.b.,,167 g/km,,- s,172 km/h,"9,8 l/100km",167 g/km,,"7,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1270 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed manual transmission,n.b.,,149 g/km,,- s,181 km/h,"8,2 l/100km",149 g/km,,"6,4 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Ssangyong,Ssangyong Tivoli,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4202 mm,1798 mm,1590 mm,,,,1300 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"76,0 x 88,0 mm",,94,,,,,front,"76,0 x 88,0 mm",,,6 speed automatic,n.b.,,167 g/km,,- s,172 km/h,"9,8 l/100km",167 g/km,,"7,2 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1390 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"86,0 x 86,0 mm",,108,,,,,front+rear,"86,0 x 86,0 mm",,,6 speed manual transmission,n.b.,,146 g/km,,"9,3 s",198 km/h,"6,8 l/100km",146 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1325 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,8 x 82,0 mm",,84,,,,,front+rear,"78,8 x 82,0 mm",,,5 speed manual transmission,n.b.,,151 g/km,,"13,1 s",179 km/h,"8,0 l/100km",151 g/km,,"6,5 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1360 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,8 x 82,0 mm",,84,,,,,front+rear,"78,8 x 82,0 mm",,,traploze automatic,"8,9 l/100km (1)",,146 g/km,,"13,8 s",175 km/h,"7,9 l/100km",146 g/km,,"6,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1325 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,160 g/km,,"10,5 s",187 km/h,"8,8 l/100km",160 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1355 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,traploze automatic,"8,4 l/100km (1)",,153 g/km,,"10,7 s",187 km/h,"8,6 l/100km",153 g/km,,"6,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1325 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,160 g/km,,"10,5 s",187 km/h,"8,8 l/100km",160 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1355 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,traploze automatic,"8,4 l/100km (1)",,153 g/km,,"10,7 s",187 km/h,"8,6 l/100km",153 g/km,,"6,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1325 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,6 speed manual transmission,n.b.,,160 g/km,,"10,5 s",187 km/h,"8,8 l/100km",160 g/km,,"6,9 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1355 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"84,0 x 90,0 mm",,110,,,,,front+rear,"84,0 x 90,0 mm",,,traploze automatic,"8,4 l/100km (1)",,153 g/km,,"10,7 s",187 km/h,"8,6 l/100km",153 g/km,,"6,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1390 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"86,0 x 86,0 mm",,108,,,,,front+rear,"86,0 x 86,0 mm",,,6 speed manual transmission,n.b.,,146 g/km,,"9,3 s",198 km/h,"6,8 l/100km",146 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Subaru,Subaru XV,fuel engine,2012,2012,,,"5-doors, suv/crossover",,,4450 mm,1780 mm,1570 mm,,,,1390 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"86,0 x 86,0 mm",,108,,,,,front+rear,"86,0 x 86,0 mm",,,6 speed manual transmission,n.b.,,146 g/km,,"9,3 s",198 km/h,"6,8 l/100km",146 g/km,,"5,6 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1050 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,5 speed manual transmission,n.b.,,123 g/km,,"11,5 s",180 km/h,"6,3 l/100km",123 g/km,,"5,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
Suzuki,Suzuki Vitara,fuel engine,2015,2015,,,"5-doors, suv/crossover",,,4175 mm,1775 mm,1610 mm,,,,1050 kg,,,,,,,,,,,,,,,,,,,,fuel engine,4,,,,,"78,0 x 83,0 mm",,88,,,,,front,"78,0 x 83,0 mm",,,5 speed manual transmission,n.b.,,123 g/km,,"11,5 s",180 km/h,"6,3 l/100km",123 g/km,,"5,3 l/100km",coil springs,,,coil springs,,,,5-doors,,,,,
